Time, ProductionCenter, WorkersCount, BufferCount
1102.0, Производственный  центр №2, 0, 0
1102.0, Производственный  центр №3, 2, 51
1102.0, Производственный  центр №4, 0, 0
1102.0, Производственный  центр №5, 1, 87
1103.0, Производственный  центр №1, 0, 0
1103.0, Производственный  центр №2, 0, 0
1103.0, Производственный  центр №3, 2, 50
1103.0, Производственный  центр №4, 0, 0
1103.0, Производственный  центр №5, 1, 87
1104.0, Производственный  центр №1, 0, 0
1104.0, Производственный  центр №2, 0, 0
1104.0, Производственный  центр №3, 2, 50
1104.0, Производственный  центр №4, 0, 0
1104.0, Производственный  центр №5, 1, 86
1105.0, Производственный  центр №1, 0, 0
1105.0, Производственный  центр №2, 0, 0
1105.0, Производственный  центр №3, 2, 49
1105.0, Производственный  центр №4, 0, 0
1105.0, Производственный  центр №5, 1, 86
1106.0, Производственный  центр №1, 0, 0
1106.0, Производственный  центр №2, 0, 0
1106.0, Производственный  центр №3, 2, 48
1106.0, Производственный  центр №4, 0, 0
1106.0, Производственный  центр №5, 1, 86
1107.0, Производственный  центр №1, 0, 0
1107.0, Производственный  центр №2, 0, 0
